Haltestelle;Name;Kurzname;Haltestellenbereich;XKoordinate;YKoordinate;Betriebsbereich;Linien
26121;Weiden Zentrum;WRB;261;6.83502;50.93825;BUS;149
26122;Weiden Zentrum;WRB;261;6.83502;50.93825;BUS;136 141 145 148 149
26211;Rochusplatz;BIK;262;6.90337;50.95658;STRAB;3 4
26212;Rochusplatz;BIK;262;6.90224;50.95705;STRAB;3 4
26221;Rochusplatz;BIK;262;6.90237;50.95612;BUS;140
26222;Rochusplatz;BIK;262;6.90237;50.95612;BUS;140
26223;Rochusplatz;BIK;262;6.90137;50.95723;BUS;141 143
26224;Rochusplatz;BIK;262;6.90112;50.95741;BUS;141 143
26225;Rochusplatz;BIK;262;6.90263;50.95608;BUS;140
26226;Rochusplatz;BIK;262;6.90327;50.95597;BUS;139
26227;Rochusplatz;BIK;262;6.90321;50.95624;BUS;139
26321;Alter Deutzer Postweg;ADP;263;7.04991;50.91926;BUS;151 152 191
26322;Alter Deutzer Postweg;ADP;263;7.04986;50.91904;BUS;151 152 191
26411;Akazienweg;AKA;264;6.89459;50.96031;STRAB;3 4
26412;Akazienweg;AKA;264;6.89395;50.96076;STRAB;3 4
26521;Wilhelm-Mauser-Str.;VOS;265;6.89198;50.95637;BUS;141 143
26522;Wilhelm-Mauser-Str.;VOS;265;6.89214;50.95621;BUS;141 143
26621;Mathilde-Herz-Weg;HCH;266;6.90124;50.96121;BUS;139
26622;Mathilde-Herz-Weg;HCH;266;6.90177;50.96088;BUS;139
26721;Feltenstr.;FEL;267;6.90032;50.96305;BUS;139
26722;Feltenstr.;FEL;267;6.9003;50.96276;BUS;139
26821;Emilstr.;EMI;268;6.89789;50.96645;BUS;139
26822;Emilstr.;EMI;268;6.89786;50.96638;BUS;139
26921;Erlenweg;ERL;269;6.89547;50.9685;BUS;139
26922;Erlenweg;ERL;269;6.89564;50.9682;BUS;139
27021;Mühlenweg;MHL;270;6.89099;50.97086;BUS;139
27022;Mühlenweg;MHL;270;6.89401;50.96921;BUS;139
27121;Ossendorf;OSD;271;6.90371;50.97737;BUS;127
27122;Ossendorf;OSD;271;6.90381;50.97725;BUS;127
27211;Rektor-Klein-Str.;RKL;272;6.90476;50.97348;STRAB;5
27212;Rektor-Klein-Str.;RKL;272;6.90479;50.97397;STRAB;5
27233;Rektor-Klein-Str.;RKL;272;6.90462;50.97419;BUS;
27234;Rektor-Klein-Str.;RKL;272;6.90448;50.97406;BUS;
27311;Margaretastr.;MAR;273;6.9055;50.96831;STRAB;5
27312;Margaretastr.;MAR;273;6.90546;50.96873;STRAB;5
27333;Margaretastr.;MAR;273;6.90609;50.96788;BUS;
27334;Margaretastr.;MAR;273;6.90528;50.9682;BUS;
27411;Alter Flughafen Butzweilerhof;KOE;274;6.89862;50.97748;STRAB;5
27412;Alter Flughafen Butzweilerhof;KOE;274;6.89785;50.97755;STRAB;5
27421;Alter Flughafen Butzweilerhof;KOE;274;6.89777;50.97772;BUS;127
27422;Alter Flughafen Butzweilerhof;KOE;274;6.89796;50.9776;BUS;127
27521;Hugo-Eckener-Str.;HES;275;6.89233;50.97768;BUS;127
27522;Hugo-Eckener-Str.;HES;275;6.89189;50.97753;BUS;127
27523;Hugo-Eckener-Str.;HES;275;6.89086;50.97661;BUS;139
27524;Hugo-Eckener-Str.;HES;275;6.89104;50.97635;BUS;139
27531;Hugo-Eckener-Str.;HES;275;6.89085;50.97815;BUS;
27532;Hugo-Eckener-Str.;HES;275;6.89109;50.9782;BUS;
27621;Blériotstr.;BLE;276;6.89101;50.97427;BUS;139
27622;Blériotstr.;BLE;276;6.89083;50.97415;BUS;139
27721;Von-Hünefeld-Str.;VHS;277;6.8853;50.97734;BUS;127 139
27722;Von-Hünefeld-Str.;VHS;277;6.88549;50.97727;BUS;127 139
27821;Mathias-Brüggen-Str.;MBS;278;6.88522;50.98304;BUS;139
27822;Mathias-Brüggen-Str.;MBS;278;6.88486;50.98272;BUS;139
27921;Entenweg;ENW;279;6.87709;50.95729;BUS;141 143
27922;Entenweg;ENW;279;6.87738;50.95708;BUS;141 143
28211;Wolffsohnstr.;WOF;282;6.88479;50.96502;STRAB;3 4
28212;Wolffsohnstr.;WOF;282;6.88424;50.96536;STRAB;3 4
28311;Westfriedhof;WSF;283;6.87877;50.96733;STRAB;3 4
28312;Westfriedhof;WSF;283;6.87815;50.96761;STRAB;3 4
28421;Lacher Broch;LAB;284;7.04102;50.95845;BUS;195
28422;Lacher Broch;LAB;284;7.04006;50.95813;BUS;195
28521;Kolkrabenweg;VOG;285;6.87864;50.96445;BUS;141 143
28522;Kolkrabenweg;VOG;285;6.87895;50.96432;BUS;141 143
28523;Kolkrabenweg;VOG;285;6.87926;50.96493;BUS;141
28621;Steinkauzweg;SKW;286;6.87457;50.96351;BUS;141 143
28622;Steinkauzweg;SKW;286;6.87558;50.96337;BUS;141 143
28721;Bachstelzenweg;BAC;287;6.87214;50.96149;BUS;141 143
28722;Bachstelzenweg;BAC;287;6.87242;50.96129;BUS;141 143
28821;Goldammerweg;GAW;288;6.87412;50.95795;BUS;141 143
28822;Goldammerweg;GAW;288;6.87318;50.95822;BUS;141 143
28921;Vogelsanger Markt;VSM;289;6.88188;50.95566;BUS;141 143
28922;Vogelsanger Markt;VSM;289;6.88106;50.95557;BUS;141 143
29021;Falkenweg;FAL;290;6.8846;50.95553;BUS;141 143
29022;Falkenweg;FAL;290;6.88557;50.95555;BUS;141 143
29111;Bocklemünd;BOC;291;6.87335;50.9692;STRAB;3 4
29112;Bocklemünd;BOC;291;6.8727;50.96945;STRAB;3 4
29121;Bocklemünd;BOC;291;6.87275;50.96929;BUS;126 141 143 145
29122;Bocklemünd;BOC;291;6.87325;50.96932;BUS;126 141 143 145
29221;WDR;WDR;292;6.85666;50.97005;BUS;145
29222;WDR;WDR;292;6.85711;50.96996;BUS;145
29321;Grevenbroicher Str.;GRE;293;6.86608;50.97268;BUS;126
29322;Grevenbroicher Str.;GRE;293;6.86581;50.97289;BUS;126
29521;Dohmengasse;DOH;295;6.85785;50.98058;BUS;126
29522;Dohmengasse;DOH;295;6.85951;50.981;BUS;126
29621;Kochwiesenstr.;KWS;296;7.04976;50.96332;BUS;195
29622;Kochwiesenstr.;KWS;296;7.04976;50.96332;BUS;195
29721;Auweilerweg;AWW;297;6.85889;50.98697;BUS;126
29722;Auweilerweg;AWW;297;6.85883;50.98692;BUS;126
29811;Ollenhauerring;OHR;298;6.87112;50.97568;STRAB;3
29812;Ollenhauerring;OHR;298;6.87132;50.97606;STRAB;3
29821;Ollenhauerring;OHR;298;6.87071;50.97646;BUS;127
29822;Ollenhauerring;OHR;298;6.87091;50.97632;BUS;127
29921;Nüssenberger Str.;NUS;299;6.86466;50.97735;BUS;127
29922;Nüssenberger Str.;NUS;299;6.86554;50.97668;BUS;127
30021;Börnestr.;GOZ;300;6.86527;50.97983;BUS;127
30022;Börnestr.;GOZ;300;6.86521;50.98008;BUS;127
30121;Heinrich-Mann-Str.;HMS;301;6.8652;50.98361;BUS;127
30122;Heinrich-Mann-Str.;HMS;301;6.8652;50.98307;BUS;127
30221;Buschweg;BCH;302;6.86021;50.98462;BUS;126
30222;Buschweg;BCH;302;6.86069;50.98391;BUS;126
30311;Neusser Str./Gürtel;NSG;303;6.95134;50.97256;STRAB;12 15
30312;Neusser Str./Gürtel;NSG;303;6.95153;50.97197;STRAB;12 15
30313;Neusser Str./Gürtel;NSG;303;6.9519;50.97238;STRAB;13
30314;Neusser Str./Gürtel;NSG;303;6.95092;50.97229;STRAB;13
30321;Neusser Str./Gürtel;NSG;303;6.95107;50.97285;BUS;121
30322;Neusser Str./Gürtel;NSG;303;6.95107;50.97285;BUS;140 147
30323;Neusser Str./Gürtel;NSG;303;6.95158;50.97258;BUS;121 140 147 184
30324;Neusser Str./Gürtel;NSG;303;6.95158;50.97258;BUS;184
30411;Florastr.;FLO;304;6.9537;50.96479;STRAB;12 15
30412;Florastr.;FLO;304;6.95376;50.96422;STRAB;12 15
30421;Florastr.;FLO;304;6.95366;50.96514;BUS;147 184
30422;Florastr.;FLO;304;6.95361;50.96491;BUS;147 184
30511;Lohsestr.;LOH;305;6.95513;50.95851;STRAB;12 15
30512;Lohsestr.;LOH;305;6.95538;50.95787;STRAB;12 15
30621;Nordstr.;NOR;306;6.95319;50.96768;BUS;140 147 184
30622;Nordstr.;NOR;306;6.95312;50.96746;BUS;140 147 184
30721;Leipziger Platz;LZP;307;6.95571;50.9665;BUS;140
30722;Leipziger Platz;LZP;307;6.95586;50.96644;BUS;140
30821;Niehler Str.;NST;308;6.95945;50.96755;BUS;140
30822;Niehler Str.;NST;308;6.95897;50.96734;BUS;140
30921;Kretzerstr.;KTZ;309;6.96416;50.96693;BUS;140
30922;Kretzerstr.;KTZ;309;6.96283;50.96709;BUS;140
31021;Bergstr.;BES;310;6.94629;50.97375;BUS;121
31022;Bergstr.;BES;310;6.94632;50.97322;BUS;121
31121;Sechzigstr.;SEC;311;6.94473;50.95823;BUS;127 142
31122;Sechzigstr.;SEC;311;6.94458;50.95935;BUS;127 142
31221;Merheimer Platz;MHP;312;6.94967;50.95774;BUS;127 142
31222;Merheimer Platz;MHP;312;6.94999;50.95783;BUS;127 142
31311;Zoo/Flora;ZOO;313;6.97461;50.95803;STRAB;18
31312;Zoo/Flora;ZOO;313;6.97411;50.95778;STRAB;18
31321;Zoo/Flora;ZOO;313;6.97187;50.95848;BUS;140
31322;Zoo/Flora;ZOO;313;6.97158;50.95843;BUS;140
31334;Zoo/Flora;ZOO;313;6.97394;50.95782;BUS;
31411;Boltensternstr.;BOT;314;6.98108;50.96243;STRAB;18
31412;Boltensternstr.;BOT;314;6.98041;50.96218;STRAB;18
31433;Boltensternstr.;BOT;314;6.98083;50.9625;BUS;
31511;Slabystr.;SLA;315;6.98785;50.96611;STRAB;18
31512;Slabystr.;SLA;315;6.98767;50.96572;STRAB;18
31513;Slabystr.;SLA;315;6.98802;50.96697;STRAB;13
31514;Slabystr.;SLA;315;6.98817;50.96763;STRAB;13
31611;Kinderkrankenhaus;KKR;316;6.96857;50.96357;STRAB;16
31612;Kinderkrankenhaus;KKR;316;6.96836;50.96308;STRAB;16
31631;Kinderkrankenhaus;KKR;316;6.96855;50.96278;BUS;
31711;Amsterdamer Str./Gürtel;AMG;317;6.96956;50.97085;STRAB;13
31712;Amsterdamer Str./Gürtel;AMG;317;6.96863;50.97087;STRAB;13
31713;Amsterdamer Str./Gürtel;AMG;317;6.96922;50.97122;STRAB;16
31714;Amsterdamer Str./Gürtel;AMG;317;6.96905;50.97071;STRAB;16
31716;Amsterdamer Str./Gürtel;AMG;317;6.96956;50.97088;STRAB;
31721;Amsterdamer Str./Gürtel;AMG;317;6.96891;50.97081;BUS;124 140
31722;Amsterdamer Str./Gürtel;AMG;317;6.96932;50.97075;BUS;124 140
31821;Bodinusstr.;BOD;318;6.97374;50.96131;BUS;140
31822;Bodinusstr.;BOD;318;6.97384;50.96164;BUS;140
31921;Riehler Gürtel;RIG;319;6.97649;50.96436;BUS;140
31922;Riehler Gürtel;RIG;319;6.97675;50.96501;BUS;140
32021;Seniorenzentrum Riehl;RHE;320;6.98006;50.96671;BUS;140
32022;Seniorenzentrum Riehl;RHE;320;6.97901;50.968;BUS;140
32121;Kleingartenanlage Ostheim;KGO;321;7.03457;50.92201;BUS;191
32122;Kleingartenanlage Ostheim;KGO;321;7.03465;50.92206;BUS;191
32131;Kleingartenanlage Ostheim;KGO;321;7.03029;50.92271;BUS;
32132;Kleingartenanlage Ostheim;KGO;321;7.03138;50.92309;BUS;
32321;Xantener Str.;XAN;323;6.96799;50.96619;BUS;140
32322;Xantener Str.;XAN;323;6.96905;50.96646;BUS;140
32421;Geisbergstr.;GBS;324;6.92413;50.90394;BUS;185
32422;Geisbergstr.;GBS;324;6.92413;50.90394;BUS;185
32511;Geldernstr./Parkgürtel;GSP;325;6.94084;50.96842;STRAB;13
32512;Geldernstr./Parkgürtel;GSP;325;6.93992;50.96835;STRAB;13
32521;Geldernstr./Parkgürtel;GSP;325;6.93994;50.96864;BUS;121 127 147
32522;Geldernstr./Parkgürtel;GSP;325;6.93993;50.96902;BUS;121 127 147
32531;Geldernstr./Parkgürtel;GSP;325;6.93972;50.96848;BUS;
32532;Geldernstr./Parkgürtel;GSP;325;6.93899;50.96791;BUS;
32533;Geldernstr./Parkgürtel;GSP;325;6.93962;50.96846;BUS;
32611;Escher Str.;ECH;326;6.93404;50.9648;STRAB;13
32612;Escher Str.;ECH;326;6.93344;50.96433;STRAB;13
32631;Escher Str.;ECH;326;6.93358;50.96417;BUS;
32632;Escher Str.;ECH;326;6.93315;50.96437;BUS;
32721;Nievenheimer Str.;NIV;327;6.94023;50.96282;BUS;127
32722;Nievenheimer Str.;NIV;327;6.94034;50.96241;BUS;127
32821;Ludwigsburger Str.;LUD;328;6.94021;50.96561;BUS;127
32822;Ludwigsburger Str.;LUD;328;6.94012;50.9658;BUS;127
32921;Frankenthaler Str.;FKT;329;6.93666;50.96895;BUS;127 147
32922;Frankenthaler Str.;FKT;329;6.93571;50.96905;BUS;127 147
33021;Ebernburgweg;EBE;330;6.93189;50.96904;BUS;127 147
33022;Ebernburgweg;EBE;330;6.93247;50.96913;BUS;127 147
33121;Alzeyer Str.;AZY;331;6.92721;50.97039;BUS;127 147
33122;Alzeyer Str.;AZY;331;6.92694;50.96973;BUS;127 147
33221;Am Bilderstöckchen;ABS;332;6.92638;50.97327;BUS;140
33222;Am Bilderstöckchen;ABS;332;6.92596;50.97341;BUS;127
33223;Am Bilderstöckchen;ABS;332;6.92528;50.97313;BUS;127 147
33224;Am Bilderstöckchen;ABS;332;6.92552;50.97332;BUS;121 127 140
33225;Am Bilderstöckchen;ABS;332;6.92548;50.97324;BUS;121 140
33226;Am Bilderstöckchen;ABS;332;6.92528;50.97313;BUS;127 147
33421;Robert-Perthel-Str.;RPS;334;6.91852;50.98066;BUS;121
33422;Robert-Perthel-Str.;RPS;334;6.9188;50.98025;BUS;121
33521;Gewerbegebiet Bilderstöckchen;LSN;335;6.91295;50.98379;BUS;121
33522;Gewerbegebiet Bilderstöckchen;LSN;335;6.91325;50.98343;BUS;121
33611;Mollwitzstr.;MOW;336;6.94879;50.97839;STRAB;12 15
33612;Mollwitzstr.;MOW;336;6.94897;50.97789;STRAB;12 15
33711;Scheibenstr.;SCE;337;6.94624;50.98589;STRAB;12 15
33712;Scheibenstr.;SCE;337;6.94654;50.9854;STRAB;12 15
33821;Nordfriedhof;NFH;338;6.94584;50.97597;BUS;140
33822;Nordfriedhof;NFH;338;6.94582;50.97585;BUS;140
33921;Nibelungenplatz;NIB;339;6.93919;50.97489;BUS;140
33922;Nibelungenplatz;NIB;339;6.93954;50.97459;BUS;140
34021;Schmiedegasse;SDG;340;6.93547;50.97706;BUS;140
34022;Schmiedegasse;SDG;340;6.93627;50.97689;BUS;140
34121;Etzelstr.;MAU;341;6.93197;50.97849;BUS;140
34122;Etzelstr.;MAU;341;6.93174;50.97838;BUS;140
34211;Niehl Nord;NIL;342;6.95534;50.99576;STRAB;12
34212;Niehl Nord;NIL;342;6.95569;50.99526;STRAB;12
34213;Niehl Nord;NIL;342;6.95496;50.99449;STRAB;12
34214;Niehl Nord;NIL;342;6.95496;50.99449;STRAB;12
34221;Niehl Nord;NIL;342;6.95623;50.99497;BUS;147
34222;Niehl Nord;NIL;342;6.95585;50.99469;BUS;147
34233;Niehl Nord;NIL;342;6.9558;50.9959;BUS;
34235;Niehl Nord;NIL;342;6.95581;50.9959;BUS;
34311;Niehl Sebastianstr.;NIS;343;6.96157;50.98512;STRAB;16
34312;Niehl Sebastianstr.;NIS;343;6.96206;50.98478;STRAB;16
34321;Niehl Sebastianstr.;NIS;343;6.96113;50.98524;BUS;147
34322;Niehl Sebastianstr.;NIS;343;6.96098;50.98521;BUS;147
34521;Friedrich-Karl-Str.;FNI;345;6.95989;50.97486;BUS;147
34522;Friedrich-Karl-Str.;FNI;345;6.95969;50.97453;BUS;147
34621;Drosselweg;DRO;346;6.96087;50.97706;BUS;147
34622;Drosselweg;DRO;346;6.96061;50.977;BUS;147
34721;Weidenpescher Str.;WPE;347;6.96347;50.9796;BUS;147
34722;Weidenpescher Str.;WPE;347;6.96342;50.97975;BUS;147
34821;Graditzer Str.;GDR;348;6.96076;50.98221;BUS;147
34822;Graditzer Str.;GDR;348;6.96066;50.9827;BUS;147
34921;Merkenicher Str.;MKS;349;6.96138;50.98927;BUS;147
34922;Merkenicher Str.;MKS;349;6.96146;50.99007;BUS;147
35021;Halfengasse;HAL;350;6.95875;50.99249;BUS;147
35122;Niehler Damm;NID;351;6.96099;50.99423;BUS;147
35221;Niehl Betriebshof Nord;RHN;352;6.97344;50.97511;BUS;140
35222;Niehl Betriebshof Nord;RHN;352;6.97318;50.97485;BUS;140
35321;Gohrer Weg;GOH;353;6.85537;51.06375;BUS;120
35421;St.-Joseph-Kirche;SJK;354;7.00283;50.88644;BUS;131 134
35422;St.-Joseph-Kirche;SJK;354;7.00288;50.88628;BUS;131 134
35511;Meerfeldstr.;MEE;355;6.92114;50.99508;STRAB;15
35512;Meerfeldstr.;MEE;355;6.92047;50.99515;STRAB;15
35611;Longericher Str.;LGS;356;6.91461;50.99611;STRAB;15
35612;Longericher Str.;LGS;356;6.91557;50.99592;STRAB;15
35621;Longericher Str.;LGS;356;6.91397;50.99599;BUS;127 139
35622;Longericher Str.;LGS;356;6.91397;50.99599;BUS;121
35623;Longericher Str.;LGS;356;6.91397;50.99599;BUS;127 139
35711;Longerich Friedhof;LGR;357;6.91181;50.99608;STRAB;15
35712;Longerich Friedhof;LGR;357;6.9116;50.99544;STRAB;15
35721;Longerich Friedhof;LGR;357;6.91181;50.99526;BUS;121 127 139
35722;Longerich Friedhof;LGR;357;6.91069;50.99556;BUS;121
35821;Longerich S-Bahn;BFL;358;6.9033;50.99924;BUS;121 127 139
35822;Longerich S-Bahn;BFL;358;6.90336;50.99896;BUS;121 127 139
35823;Longerich S-Bahn;BFL;358;6.9018;50.99922;BUS;125
35824;Longerich S-Bahn;BFL;358;6.90205;50.9995;BUS;125
35921;Lindweilerweg;LWW;359;6.90156;50.99527;BUS;121
35922;Lindweilerweg;LWW;359;6.90157;50.99533;BUS;121
36021;Dionysstr.;DIO;360;6.90727;50.99729;BUS;121
36022;Dionysstr.;DIO;360;6.9058;50.99694;BUS;121
36121;Dädalusring;DAD;361;6.90567;50.99095;BUS;121
36122;Dädalusring;DAD;361;6.90648;50.99025;BUS;121
36123;Dädalusring;DAD;361;6.90567;50.99095;BUS;121
36211;Wilhelm-Sollmann-Str.;WSS;362;6.94103;50.99214;STRAB;12 15
36212;Wilhelm-Sollmann-Str.;WSS;362;6.9415;50.99161;STRAB;12 15
36213;Wilhelm-Sollmann-Str.;WSS;362;6.93963;50.99234;STRAB;
36214;Wilhelm-Sollmann-Str.;WSS;362;6.93988;50.99236;STRAB;
36221;Wilhelm-Sollmann-Str.;WSS;362;6.941;50.99191;BUS;122
36222;Wilhelm-Sollmann-Str.;WSS;362;6.94119;50.99172;BUS;122
36233;Wilhelm-Sollmann-Str.;WSS;362;6.94182;50.99137;BUS;
36234;Wilhelm-Sollmann-Str.;WSS;362;6.94124;50.99214;BUS;
36311;Altonaer Platz;ATP;363;6.93367;50.99384;STRAB;15
36312;Altonaer Platz;ATP;363;6.93312;50.99392;STRAB;15
36411;Herforder Str.;HFD;364;6.92489;50.9947;STRAB;15
36412;Herforder Str.;HFD;364;6.92583;50.99462;STRAB;15
36521;Bremerhavener Str.;BRH;365;6.93642;50.99843;BUS;122
36522;Bremerhavener Str.;BRH;365;6.93745;50.99637;BUS;122
36621;Scarletallee;ESO;366;6.92952;51.00754;BUS;122
36622;Scarletallee;ESO;366;6.92979;51.00694;BUS;122
36711;Geestemünder Str.;GEE;367;6.95536;51.00229;STRAB;12
36712;Geestemünder Str.;GEE;367;6.9553;51.00182;STRAB;12
36721;Geestemünder Str.;GEE;367;6.95614;51.00265;BUS;124
36722;Geestemünder Str.;GEE;367;6.95596;51.00255;BUS;124
36736;Geestemünder Str.;GEE;367;6.95496;51.00209;BUS;
36811;Fordwerke Süd;FWS;368;6.95544;51.00608;STRAB;12
36812;Fordwerke Süd;FWS;368;6.9554;51.00553;STRAB;12
36834;Fordwerke Süd;FWS;368;6.95505;51.00609;BUS;
36835;Fordwerke Süd;FWS;368;6.95523;51.00607;BUS;
36911;Fordwerke Mitte;FWM;369;6.95545;51.01208;STRAB;12
36912;Fordwerke Mitte;FWM;369;6.95541;51.01163;STRAB;12
36933;Fordwerke Mitte;FWM;369;6.95521;51.01039;BUS;
36934;Fordwerke Mitte;FWM;369;6.95495;51.01148;BUS;
37011;Fordwerke Nord;FWN;370;6.95548;51.01816;STRAB;12
37012;Fordwerke Nord;FWN;370;6.95541;51.01673;STRAB;12
37033;Fordwerke Nord;FWN;370;6.95517;51.01693;BUS;
37036;Fordwerke Nord;FWN;370;6.95504;51.01671;BUS;
37221;Heinering;HHR;372;6.87207;50.99638;BUS;122 123 126 127
37222;Heinering;HHR;372;6.87223;50.9956;BUS;126 127
37321;Pesch Schulstr.;SCU;373;6.86958;50.99895;BUS;126 127
37322;Pesch Schulstr.;SCU;373;6.8696;50.99932;BUS;122 123 126 127
37323;Pesch Schulstr.;SCU;373;6.8696;50.99932;BUS;122 126
37421;Auweiler;AUW;374;6.85299;51.00263;BUS;123 126
37422;Auweiler;AUW;374;6.85292;51.00262;BUS;126
37521;Hermann-Löns-Str.;HLS;375;6.85382;51.00557;BUS;123 126
37522;Hermann-Löns-Str.;HLS;375;6.85308;51.00471;BUS;126
37621;Chorbuschstr.;CHO;376;6.85883;51.01298;BUS;125 126
37622;Chorbuschstr.;CHO;376;6.85768;51.01255;BUS;126
37623;Chorbuschstr.;CHO;376;6.85722;51.01317;BUS;125
37624;Chorbuschstr.;CHO;376;6.85778;51.0121;BUS;123 125 126
37721;Esch;ESC;377;6.8543;51.01398;BUS;123 125
37722;Esch;ESC;377;6.85543;51.01364;BUS;125
37821;Johannes-Prassel-Str.;JPS;378;6.84731;51.01457;BUS;125
37822;Johannes-Prassel-Str.;JPS;378;6.84659;51.01456;BUS;125
37921;Sinnersdorfer Mühle;SMU;379;6.83462;51.01784;BUS;125
37922;Sinnersdorfer Mühle;SMU;379;6.83548;51.01764;BUS;125
38021;Pescher Weg;PSC;380;6.88221;50.99979;BUS;123 125 127
38022;Pescher Weg;PSC;380;6.88226;50.9997;BUS;125 127
38121;Otto-Müller-Str.;OMS;381;6.87863;51.0006;BUS;125 127
38122;Otto-Müller-Str.;OMS;381;6.87909;51.00022;BUS;122 125 127
38221;Gewerbegebiet Pesch;GWP;382;6.87386;51.0036;BUS;125 127
38222;Gewerbegebiet Pesch;GWP;382;6.87343;51.00398;BUS;125 127
38321;Donatusstr.;DON;383;6.87168;51.00671;BUS;125
38322;Donatusstr.;DON;383;6.87192;51.00674;BUS;125
38411;Heimersdorf;HEI;384;6.90672;51.01208;STRAB;15
38412;Heimersdorf;HEI;384;6.90711;51.01163;STRAB;15
38421;Heimersdorf;HEI;384;6.90785;51.0125;BUS;122 125
38422;Heimersdorf;HEI;384;6.907;51.01187;BUS;122 125
38423;Heimersdorf;HEI;384;6.90607;51.01198;BUS;125
38511;Chorweiler;CHW;385;6.89812;51.02095;STRAB;15
38512;Chorweiler;CHW;385;6.89791;51.02043;STRAB;15
38521;Chorweiler;CHW;385;6.8978;51.02011;BUS;126
38522;Chorweiler;CHW;385;6.8978;51.02011;BUS;126
38523;Chorweiler;CHW;385;6.89724;51.02036;BUS;125
38524;Chorweiler;CHW;385;6.89717;51.02027;BUS;125
38525;Chorweiler;CHW;385;6.8975;51.02024;BUS;121 123
38526;Chorweiler;CHW;385;6.89741;51.02017;BUS;121
38527;Chorweiler;CHW;385;6.89768;51.02001;BUS;120
38528;Chorweiler;CHW;385;6.89782;51.01995;BUS;122
38529;Chorweiler;CHW;385;6.89792;51.02004;BUS;181
38533;Chorweiler;CHW;385;6.89724;51.02036;BUS;125
38534;Chorweiler;CHW;385;6.89717;51.02027;BUS;125
38535;Chorweiler;CHW;385;6.8975;51.02024;BUS;123
38536;Chorweiler;CHW;385;6.89741;51.02017;BUS;121
38537;Chorweiler;CHW;385;6.89768;51.02001;BUS;120
38538;Chorweiler;CHW;385;6.89782;51.01995;BUS;122
38621;Karl-Marx-Allee;KMA;386;6.90399;51.02389;BUS;120 121 123 125 126
38622;Karl-Marx-Allee;KMA;386;6.90427;51.02406;BUS;120 121 125 126
38721;Am Hetzepetsch;AHZ;387;6.91281;51.01441;BUS;122
38722;Am Hetzepetsch;AHZ;387;6.91242;51.01417;BUS;122
38821;Herstattallee;HTA;388;6.90393;51.0168;BUS;122 125
38822;Herstattallee;HTA;388;6.90223;51.01726;BUS;122 125
38921;Zypressenstr.;ZYP;389;6.89928;51.01256;BUS;125
38922;Zypressenstr.;ZYP;389;6.89939;51.01254;BUS;125
39021;Stallagsweg;STA;390;6.89584;51.01047;BUS;125
39022;Stallagsweg;STA;390;6.896;51.01057;BUS;125
39121;Pulheimer Str.;PUL;391;6.89883;51.00582;BUS;125
39122;Pulheimer Str.;PUL;391;6.89923;51.0054;BUS;125
39221;Marienberger Weg;MBW;392;6.89276;51.0001;BUS;121 125 127
39222;Marienberger Weg;MBW;392;6.89299;50.99993;BUS;121 125 127
39321;Lindweilerfeld;LWF;393;6.8897;51.00304;BUS;121
39322;Lindweilerfeld;LWF;393;6.88975;51.0029;BUS;121 123
39421;Unnauer Weg;UNA;394;6.88955;51.00727;BUS;121
39422;Unnauer Weg;UNA;394;6.88963;51.00703;BUS;121 123
39521;Seeberg;SEB;395;6.91796;51.01843;BUS;122
39522;Seeberg;SEB;395;6.91795;51.01843;BUS;122
39621;Merianstr.;MER;396;6.90926;51.02649;BUS;120 121 123
39622;Merianstr.;MER;396;6.91188;51.02733;BUS;121
39623;Merianstr.;MER;396;6.90985;51.02771;BUS;120
39721;Fühlinger Weg;FUW;397;6.88838;51.02012;BUS;121
39722;Fühlinger Weg;FUW;397;6.88773;51.02103;BUS;121 125 126
39821;Friedhof Chorweiler;FHC;398;6.88119;51.01805;BUS;126
39822;Friedhof Chorweiler;FHC;398;6.88085;51.01828;BUS;126
39831;Friedhof Chorweiler;FHC;398;6.88037;51.01715;BUS;
39921;Blockstr.;BLO;399;6.87588;51.02182;BUS;126
39922;Blockstr.;BLO;399;6.87587;51.02196;BUS;126
40021;Wezelostr.;WEZ;400;6.88568;51.02184;BUS;125
40022;Wezelostr.;WEZ;400;6.88474;51.02133;BUS;125
40121;Weiler;WEL;401;6.88236;51.0234;BUS;125
40122;Weiler;WEL;401;6.88236;51.0234;BUS;125
40221;Volkhovener Weg;VHW;402;6.89271;51.01415;BUS;121
40222;Volkhovener Weg;VHW;402;6.8924;51.01427;BUS;121
40321;Weichselring;WEI;403;6.89622;51.02624;BUS;126
40322;Weichselring;WEI;403;6.8964;51.02674;BUS;126
40324;Weichselring;WEI;403;6.8952;51.02582;BUS;121 125
40325;Weichselring;WEI;403;6.8953;51.0256;BUS;121 125
40421;Haus Fühlingen;HFU;404;6.90679;51.03083;BUS;120 123
40422;Haus Fühlingen;HFU;404;6.90643;51.03156;BUS;120
40521;Fühlingen;FUE;405;6.90341;51.03588;BUS;120
40522;Fühlingen;FUE;405;6.90295;51.03685;BUS;120 123
40621;Mennweg;MNW;406;6.89813;51.04392;BUS;120
40622;Mennweg;MNW;406;6.89828;51.04355;BUS;120 123
40721;Langel Fähre;LGF;407;6.91457;51.05272;BUS;121
40722;Langel Fähre;LGF;407;6.91457;51.05272;BUS;121
40821;Langel Nord;LNO;408;6.91671;51.0509;BUS;121
